X0 dyn,X0 lin,X0 diff,X1 dyn,X1 lin,X1 diff,X2 dyn,X2 lin,X2 diff,X3 dyn,X3 lin,X3 diff,X4 dyn,X4 lin,X4 diff,X5 dyn,X5 lin,X5 diff,X6 dyn,X6 lin,X6 diff,X7 dyn,X7 lin,X7 diff,X8 dyn,X8 lin,X8 diff,X9 dyn,X9 lin,X9 diff,X10 dyn,X10 lin,X10 diff,X11 dyn,X11 lin,X11 diff,X12 dyn,X12 lin,X12 diff,X13 dyn,X13 lin,X13 diff,X14 dyn,X14 lin,X14 diff,X15 dyn,X15 lin,X15 diff,
-0.563617,-0.564173,-0.000556827,-0.555833,-0.557714,-0.00188142,0.490929,0.492054,0.00112519,-2.40226,-2.40707,-0.00480652,0.253187,0.266834,0.013647,0.254492,0.28232,0.0278284,-0.294884,-0.295391,-0.000506878,-0.00273565,0.0689511,0.0716868,0.065222,0.686047,0.620825,0.0193713,0.508092,0.488721,0.0435329,-1.12035,-1.16388,-0.0408588,4.78391,4.82477,-0.0153118,13.9545,13.9698,0.0032126,0.787121,0.783908,0.437012,0.437214,0.000201494,-0.000316728,-0.000324988,-8.25967e-06,
-0.56373,-0.564353,-0.000622213,-0.553287,-0.555596,-0.00230926,0.491684,0.492954,0.00127059,-2.40049,-2.40482,-0.00433469,0.251522,0.257803,0.00628132,0.253879,0.280407,0.0265278,-0.294747,-0.291043,0.0037041,-0.00283482,0.0459028,0.0487377,0.0630261,0.797713,0.734686,0.0185909,0.630974,0.612383,0.0450147,-1.47774,-1.52275,-0.0421696,3.06656,3.10873,-0.0154175,12.5346,12.55,0.00363048,1.42961,1.42598,0.437437,0.437606,0.00016886,-0.000300111,-0.000316728,-1.66166e-05,
-0.563864,-0.564523,-0.00065887,-0.550784,-0.552486,-0.00170249,0.492417,0.493441,0.00102475,-2.39869,-2.40363,-0.00494504,0.249715,0.256609,0.00689466,0.25335,0.273916,0.0205656,-0.294486,-0.29156,0.00292549,-0.00396658,0.142482,0.146449,0.0626369,1.05902,0.996384,0.0178018,0.847153,0.829351,0.0449589,-1.97202,-2.01698,-0.048309,3.00994,3.05825,-0.0113783,10.4305,10.4419,0.00855252,1.29066,1.28211,0.437885,0.438031,0.000146061,-0.000316963,-0.000300111,1.6852e-05,
-0.564029,-0.563355,0.000673473,-0.548282,-0.549982,-0.00170022,0.493122,0.494384,0.00126183,-2.3969,-2.40705,-0.0101476,0.24779,0.255637,0.00784755,0.252875,0.272436,0.0195605,-0.294155,-0.301064,-0.00690916,-0.00400291,0.147569,0.151572,0.0630338,0.962321,0.899287,0.017761,0.634443,0.616682,0.044298,-1.71305,-1.75735,-0.0479639,3.76119,3.80915,-0.0130361,7.95925,7.97229,0.00823516,-2.35338,-2.36162,0.438353,0.43848,0.000126749,-0.000373961,-0.000316962,5.69989e-05,
-0.564191,-0.564825,-0.000633836,-0.545772,-0.546354,-0.000582874,0.493828,0.495151,0.00132298,-2.39512,-2.40526,-0.0101392,0.245883,0.253714,0.00783104,0.25238,0.266912,0.0145323,-0.293835,-0.298253,-0.00441805,-0.00400337,0.151754,0.155757,0.0628972,0.991109,0.928211,0.0176245,0.652205,0.63458,0.0445826,-1.76271,-1.80729,-0.0475483,3.86304,3.91058,-0.0121775,8.30691,8.31909,0.00803712,-2.40043,-2.40847,0.438829,0.438948,0.000119209,-0.0004331,-0.000373961,5.91391e-05,
-0.564351,-0.564976,-0.000624716,-0.543258,-0.544958,-0.00169957,0.494535,0.495953,0.00141814,-2.39335,-2.40348,-0.0101378,0.243994,0.25359,0.00959629,0.251886,0.270737,0.0188514,-0.293526,-0.297211,-0.00368497,-0.00390531,0.155897,0.159802,0.0631131,1.01587,0.952761,0.0177429,0.66717,0.649427,0.0440807,-1.8029,-1.84698,-0.0469811,3.95257,3.99955,-0.0131631,8.63252,8.64568,0.00713867,-2.44619,-2.45333,0.439309,0.439425,0.000115961,-0.000488005,-0.0004331,5.49059e-05,
-0.56451,-0.565148,-0.000637829,-0.540744,-0.542628,-0.00188333,0.495241,0.496568,0.00132743,-2.39157,-2.39648,-0.00490808,0.242119,0.252224,0.0101049,0.251405,0.268777,0.0173714,-0.293224,-0.298681,-0.00545672,-0.00390697,0.158086,0.161993,0.0630419,1.03274,0.969697,0.0176315,0.678566,0.660934,0.0443158,-1.83267,-1.87699,-0.0467569,4.04528,4.09204,-0.0119497,8.94168,8.95363,0.00759132,-2.43799,-2.44558,0.439793,0.439906,0.000112981,-0.000537768,-0.000488006,4.97625e-05,
-0.564668,-0.565295,-0.000626862,-0.538228,-0.538798,-0.000569582,0.495945,0.49656,0.00061518,-2.3898,-2.39994,-0.0101404,0.240259,0.250352,0.010093,0.250941,0.271469,0.0205281,-0.292928,-0.298004,-0.00507635,-0.00391886,0.163674,0.167593,0.0630444,1.05685,0.993809,0.017559,0.692613,0.675054,0.0442241,-1.86894,-1.91316,-0.0462781,4.12618,4.17246,-0.0118826,9.25117,9.26305,0.0069117,-2.52407,-2.53099,0.440279,0.44039,0.000110477,-0.000583056,-0.000537769,4.52872e-05,
-0.564826,-0.565459,-0.000632524,-0.535709,-0.537605,-0.00189555,0.496648,0.497748,0.0011006,-2.38804,-2.39293,-0.00489092,0.238414,0.24855,0.0101354,0.250487,0.272324,0.0218372,-0.292639,-0.296362,-0.00372228,-0.00387304,0.126769,0.130642,0.0632821,0.870379,0.807097,0.0176192,0.564881,0.547262,0.0438686,-1.43639,-1.48026,-0.0458247,4.42025,4.46607,-0.0120463,10.4321,10.4442,0.006804,-1.72082,-1.72762,0.44077,0.440877,0.000107229,-0.000623882,-0.000583057,4.08246e-05,
-0.564985,-0.565612,-0.0006271,-0.533188,-0.534025,-0.000837326,0.497348,0.498603,0.00125501,-2.38627,-2.39641,-0.0101404,0.236583,0.246125,0.0095427,0.250055,0.271593,0.021538,-0.292354,-0.297036,-0.00468168,-0.00394411,0.1701,0.174044,0.063175,1.09232,1.02915,0.017429,0.713587,0.696158,0.0442386,-1.92273,-1.96697,-0.0457985,4.31495,4.36075,-0.010286,9.87329,9.88358,0.00723153,-2.56515,-2.57238,0.441264,0.441369,0.000104368,-0.000661453,-0.000623883,3.757e-05,
-0.565143,-0.564415,0.00072825,-0.530662,-0.532621,-0.00195909,0.498046,0.49939,0.00134352,-2.38451,-2.38939,-0.004879,0.234767,0.244783,0.0100156,0.249639,0.272003,0.0223635,-0.292076,-0.295369,-0.00329256,-0.00392288,0.172504,0.176427,0.0633876,1.08967,1.02628,0.0174453,0.709475,0.69203,0.0439055,-1.89967,-1.94357,-0.0452517,4.44739,4.49264,-0.0103689,10.2644,10.2748,0.00698081,-2.57077,-2.57775,0.441762,0.441864,0.000101209,-0.000696078,-0.000661454,3.46241e-05,
-0.565303,-0.565929,-0.000626087,-0.528132,-0.529819,-0.00168723,0.498742,0.500065,0.00132233,-2.38276,-2.42415,-0.0413852,0.232966,0.243082,0.0101159,0.249246,0.26871,0.0194639,-0.291801,-0.296201,-0.00439975,-0.00396691,0.175452,0.179418,0.063484,1.10159,1.03811,0.0173719,0.715426,0.698054,0.0437979,-1.91194,-1.95574,-0.044814,4.5446,4.58941,-0.00992978,10.571,10.581,0.00658312,-2.58556,-2.59214,0.442264,0.442362,9.7841e-05,-0.000728814,-0.00069608,3.2734e-05,
-0.565464,-0.566089,-0.00062567,-0.525594,-0.527472,-0.00187802,0.499437,0.50085,0.00141287,-2.38101,-2.38587,-0.00485706,0.231183,0.242264,0.0110807,0.248871,0.271814,0.0229432,-0.291532,-0.295266,-0.00373399,-0.00398835,0.148294,0.152282,0.0636565,0.953244,0.889588,0.0173315,0.612328,0.594996,0.0436553,-1.56065,-1.6043,-0.0443987,4.8717,4.9161,-0.00931937,11.6391,11.6484,0.00651159,-1.9949,-2.00141,0.442771,0.442865,9.36985e-05,-0.000759019,-0.000728815,3.02047e-05,
-0.565625,-0.566134,-0.000508785,-0.523052,-0.525482,-0.00243056,0.50013,0.504781,0.00465131,-2.37927,-2.3894,-0.0101283,0.229417,0.241064,0.0116471,0.248523,0.272156,0.0236334,-0.291267,-0.29463,-0.00336322,-0.00403611,0.181105,0.185142,0.0637368,1.12079,1.05705,0.0172281,0.724936,0.707708,0.0437389,-1.92775,-1.97149,-0.0442659,4.74145,4.78571,-0.00791315,11.1719,11.1798,0.00676847,-2.60573,-2.6125,0.443282,0.443373,9.05991e-05,-0.000787576,-0.000759021,2.85555e-05,
-0.565788,-0.566418,-0.00063014,-0.520502,-0.522192,-0.00169009,0.50082,0.500834,1.42455e-05,-2.37753,-2.38238,-0.00484753,0.227669,0.239415,0.0117461,0.248197,0.272274,0.0240766,-0.291006,-0.297501,-0.00649503,-0.00403987,0.15999,0.16403,0.0639608,0.991143,0.927183,0.0172217,0.633593,0.616371,0.0434005,-1.6129,-1.6563,-0.0435081,5.0832,5.12671,-0.00806184,12.2023,12.2103,0.00637779,-2.14398,-2.15036,0.443797,0.443884,8.74698e-05,-0.000814813,-0.000787578,2.72354e-05,
-0.565952,-0.566459,-0.000507057,-0.517947,-0.519637,-0.00169009,0.501508,0.502781,0.00127286,-2.3758,-2.38593,-0.0101314,0.225938,0.236196,0.0102574,0.247899,0.273545,0.0256462,-0.290748,-0.297226,-0.00647846,-0.0040852,0.164455,0.16854,0.064068,1.00779,0.943718,0.0171333,0.642317,0.625184,0.0433664,-1.63447,-1.67784,-0.0431444,5.17601,5.21915,-0.00716905,12.4654,12.4726,0.00632373,-2.20083,-2.20715,0.444315,0.444399,8.43406e-05,-0.00084067,-0.000814815,2.58558e-05,
-0.566117,-0.566592,-0.000475407,-0.515386,-0.517077,-0.00169057,0.502194,0.51146,0.00926673,-2.37407,-2.41522,-0.0411534,0.224228,0.237604,0.0133753,0.247623,0.272888,0.0252648,-0.290494,-0.297722,-0.00722834,-0.00406706,0.169857,0.173924,0.0643146,1.02394,0.959626,0.0171388,0.65135,0.634211,0.0430304,-1.65557,-1.6986,-0.0423629,5.27027,5.31263,-0.007256,12.7255,12.7328,0.00621474,-2.26861,-2.27483,0.444837,0.444918,8.12113e-05,-0.000865042,-0.000840672,2.43697e-05,
-0.566283,-0.566787,-0.000503778,-0.512821,-0.507233,0.00558764,0.502876,0.502901,2.5332e-05,-2.37235,-2.38247,-0.0101256,0.222534,0.235314,0.01278,0.247379,0.27194,0.0245609,-0.290242,-0.297875,-0.00763342,-0.00415741,0.192929,0.197086,0.0643094,1.14306,1.07875,0.0169787,0.732759,0.71578,0.0432256,-1.92032,-1.96354,-0.0423131,5.09152,5.13383,-0.00562575,12.2561,12.2617,0.00621888,-2.66581,-2.67203,0.445363,0.445441,7.85291e-05,-0.000888709,-0.000865043,2.36662e-05,
-0.56645,-0.566891,-0.000440836,-0.510262,-0.512044,-0.00178176,0.50355,0.504793,0.00124282,-2.37061,-2.38075,-0.0101385,0.220864,0.231882,0.0110184,0.247131,0.282952,0.0358208,-0.290016,-0.285312,0.00470358,-0.00410173,0.0816755,0.0857773,0.0636667,1.37105,1.30739,0.0166241,0.975543,0.958919,0.0439961,-2.38415,-2.42815,-0.041869,4.81744,4.85931,-0.00596679,17.9749,17.9808,0.00507178,1.93273,1.92766,0.445889,0.445968,7.87079e-05,-0.000902664,-0.000888711,1.39526e-05,
-0.566612,-0.56725,-0.00063765,-0.507732,-0.509378,-0.00164545,0.504214,0.50564,0.00142616,-2.36885,-2.3737,-0.00485492,0.219229,0.231459,0.0122301,0.246872,0.277388,0.0305159,-0.289826,-0.291075,-0.0012494,-0.00394686,0.135903,0.13985,0.063239,1.13048,1.06724,0.0165495,0.749404,0.732855,0.0441374,-1.86223,-1.90637,-0.0402496,5.01368,5.05393,-0.00668525,14.73,14.7367,0.00471367,-0.89392,-0.898634,0.44641,0.446494,8.443e-05,-0.00089546,-0.000902665,-7.20483e-06,
-0.566772,-0.567221,-0.000448525,-0.505212,-0.507031,-0.00181884,0.504873,0.506307,0.00143325,-2.36708,-2.37727,-0.0101938,0.217624,0.230425,0.0128008,0.246631,0.27605,0.0294184,-0.289646,-0.290249,-0.000602484,-0.00397244,0.149403,0.153375,0.0630925,1.30449,1.2414,0.0163826,0.875002,0.85862,0.0445289,-2.27112,-2.31565,-0.0403177,5.42463,5.46495,-0.00551965,14.769,14.7746,0.00423518,-0.202828,-0.207063,0.446933,0.447016,8.30889e-05,-0.000879408,-0.000895462,-1.60539e-05,
-0.566932,-0.567445,-0.000513017,-0.50269,-0.504319,-0.00162989,0.505531,0.505585,5.39422e-05,-2.36531,-2.37017,-0.00486088,0.216046,0.227401,0.0113547,0.246409,0.277873,0.0314638,-0.28947,-0.290033,-0.0005624,-0.00395255,0.0961665,0.100119,0.0633125,1.15382,1.09051,0.0164181,0.764741,0.748323,0.0440644,-1.91311,-1.95718,-0.0389979,4.67934,4.71833,-0.00567026,15.4791,15.4848,0.0044928,-0.286038,-0.290531,0.44746,0.44754,8.01086e-05,-0.000861217,-0.00087941,-1.81924e-05,
-0.567093,-0.567721,-0.000627398,-0.500164,-0.501788,-0.00162381,0.506184,0.507627,0.00144261,-2.36354,-2.3684,-0.00485682,0.214489,0.226662,0.0121732,0.246209,0.276964,0.030755,-0.289298,-0.289511,-0.000212252,-0.00398041,0.137744,0.141724,0.0633996,1.30502,1.24162,0.0163361,0.869317,0.85298,0.0439749,-2.25509,-2.29906,-0.0383898,5.32738,5.36577,-0.00518499,15.1691,15.1743,0.00442098,-0.118804,-0.123225,0.447991,0.448068,7.68602e-05,-0.000841971,-0.000861219,-1.92482e-05,
-0.567256,-0.567882,-0.000626087,-0.497635,-0.499449,-0.00181419,0.506835,0.508281,0.00144684,-2.36178,-2.36663,-0.00485182,0.212953,0.224224,0.0112707,0.246031,0.277458,0.0314265,-0.28913,-0.289686,-0.000555634,-0.00406704,0.0989941,0.103061,0.063345,1.16414,1.10079,0.0161232,0.76681,0.750687,0.0443411,-1.91564,-1.95998,-0.0386763,4.74279,4.78146,-0.00379548,15.7635,15.7673,0.003963,-0.307599,-0.311562,0.448526,0.448599,7.26581e-05,-0.000821998,-0.000841972,-1.99737e-05,
-0.56742,-0.568053,-0.000632107,-0.495103,-0.494336,0.000767142,0.507481,0.508921,0.00144041,-2.36002,-2.36486,-0.00484085,0.211438,0.222821,0.0113827,0.245878,0.278018,0.0321396,-0.288964,-0.290579,-0.00161561,-0.00410965,0.101499,0.105609,0.0634264,1.15753,1.09411,0.0160242,0.759031,0.743006,0.0443029,-1.89189,-1.9362,-0.0381941,4.76593,4.80413,-0.00311019,15.7957,15.7988,0.00388458,-0.381806,-0.385691,0.449066,0.449136,6.96182e-05,-0.000801848,-0.000822,-2.01518e-05,
-0.567586,-0.568222,-0.000635684,-0.492567,-0.491865,0.000701815,0.508124,0.508196,7.19428e-05,-2.35826,-2.36845,-0.0101886,0.209944,0.221014,0.0110693,0.245748,0.27803,0.032282,-0.288799,-0.289706,-0.000906378,-0.00412542,0.102328,0.106453,0.0636078,1.16214,1.09853,0.0160009,0.759791,0.74379,0.0439988,-1.89217,-1.93616,-0.0372702,4.79092,4.82819,-0.00296086,15.9214,15.9244,0.00406639,-0.383924,-0.38799,0.449609,0.449676,6.62804e-05,-0.000781438,-0.000801849,-2.04117e-05,
-0.567754,-0.568377,-0.000623465,-0.490026,-0.491803,-0.00177684,0.508763,0.508841,7.79033e-05,-2.35651,-2.3667,-0.0101898,0.208469,0.21981,0.0113402,0.245643,0.277353,0.0317106,-0.288637,-0.289187,-0.00055033,-0.00414829,0.103372,0.10752,0.0637563,1.16401,1.10025,0.0159495,0.759692,0.743743,0.0438039,-1.88996,-1.93377,-0.0366148,4.81,4.84661,-0.00261157,16.029,16.0316,0.00410676,-0.391964,-0.39607,0.450157,0.45022,6.30319e-05,-0.000760751,-0.000781439,-2.06877e-05,
-0.567923,-0.568544,-0.000620842,-0.487483,-0.489194,-0.00171182,0.509399,0.510872,0.00147331,-2.35475,-2.35959,-0.00483155,0.207012,0.219922,0.0129095,0.245562,0.277466,0.0319039,-0.288476,-0.288674,-0.000197977,-0.00421207,0.141452,0.145664,0.0637578,1.28827,1.22452,0.0157866,0.846015,0.830228,0.0440027,-2.16852,-2.21253,-0.0366061,5.36153,5.39814,-0.00146069,15.7662,15.7677,0.00379591,-0.264585,-0.268381,0.450708,0.450768,5.99623e-05,-0.000739787,-0.000760753,-2.09658e-05,
-0.568093,-0.568713,-0.000619471,-0.484936,-0.486647,-0.00171146,0.510031,0.511507,0.00147605,-2.353,-2.35782,-0.00482154,0.205573,0.216136,0.0105625,0.245506,0.277575,0.0320692,-0.288318,-0.289188,-0.000869513,-0.00425077,0.104387,0.108637,0.0638079,1.1683,1.1045,0.015689,0.757558,0.741869,0.0439252,-1.88157,-1.9255,-0.0359139,4.83835,4.87426,-0.00099085,16.2166,16.2176,0.0039043,-0.398229,-0.402134,0.451263,0.45132,5.77867e-05,-0.000718906,-0.000739788,-2.08819e-05,
-0.568265,-0.568857,-0.000592053,-0.482388,-0.484767,-0.00237986,0.510658,0.510749,9.11951e-05,-2.35125,-2.36145,-0.0101986,0.204153,0.214607,0.0104541,0.245475,0.278608,0.0331322,-0.288162,-0.289029,-0.000867218,-0.00426306,0.107924,0.112187,0.063911,1.16886,1.10495,0.0156295,0.75604,0.74041,0.0438068,-1.87307,-1.91688,-0.0353638,4.86999,4.90535,-0.000573748,16.2714,16.272,0.00387568,-0.430934,-0.434809,0.451819,0.451876,5.6088e-05,-0.000697836,-0.000718908,-2.1072e-05,
-0.568439,-0.569064,-0.000625193,-0.479838,-0.479077,0.000761509,0.511281,0.511379,9.78708e-05,-2.3495,-2.3597,-0.0102043,0.20275,0.213189,0.0104391,0.245473,0.278382,0.0329091,-0.288009,-0.288873,-0.00086394,-0.00429799,0.113833,0.118131,0.0638901,1.16879,1.1049,0.0155005,0.754688,0.739187,0.0438957,-1.86389,-1.90778,-0.0349324,4.92138,4.95632,0.000214462,16.3043,16.3041,0.00377542,-0.482426,-0.486201,0.452378,0.452433,5.49555e-05,-0.000676753,-0.000697837,-2.10839e-05,
-0.568613,-0.569229,-0.000616312,-0.47729,-0.478987,-0.00169668,0.511899,0.51954,0.00764072,-2.34774,-2.35256,-0.00481987,0.201365,0.211997,0.0106329,0.245503,0.278044,0.032541,-0.287861,-0.288397,-0.000536114,-0.00432159,0.113761,0.118083,0.0638516,1.16768,1.10383,0.015376,0.751683,0.736307,0.0440054,-1.85313,-1.89714,-0.0344665,4.91551,4.94997,0.00102411,16.354,16.3529,0.00365929,-0.480229,-0.483888,0.452937,0.452992,5.51045e-05,-0.000655568,-0.000676754,-2.11867e-05,
-0.568788,-0.569404,-0.000615716,-0.474744,-0.473611,0.0011335,0.512513,0.514016,0.00150371,-2.34598,-2.3508,-0.00482154,0.199998,0.212362,0.0123643,0.245565,0.277737,0.0321721,-0.287718,-0.288249,-0.000530988,-0.00433785,0.113474,0.117811,0.0638097,1.1654,1.10159,0.015258,0.748141,0.732883,0.0441203,-1.8409,-1.88502,-0.0339858,4.90175,4.93574,0.00184045,16.3873,16.3854,0.00353443,-0.474962,-0.478496,0.453497,0.453552,5.57005e-05,-0.000634063,-0.000655569,-2.15056e-05,
-0.568964,-0.569554,-0.000589669,-0.472199,-0.471429,0.000770807,0.513121,0.514619,0.00149751,-2.34421,-2.34904,-0.00482392,0.198651,0.208912,0.0102602,0.24566,0.279548,0.0338872,-0.28758,-0.288431,-0.000851244,-0.0043489,0.113098,0.117447,0.0637724,1.16095,1.09718,0.015145,0.743753,0.728608,0.0442367,-1.82551,-1.86975,-0.0334907,4.88117,4.91466,0.00267798,16.4021,16.3994,0.00340474,-0.467994,-0.471399,0.454056,0.454113,5.66542e-05,-0.000612108,-0.000634064,-2.19563e-05,
-0.56914,-0.569755,-0.000615299,-0.469656,-0.471333,-0.0016768,0.513725,0.515242,0.001517,-2.34244,-2.34727,-0.00482583,0.197324,0.209252,0.0119276,0.24579,0.277257,0.0314673,-0.287447,-0.287967,-0.00052008,-0.00435543,0.112733,0.117089,0.0637384,1.15723,1.09349,0.0150378,0.737087,0.722049,0.0443547,-1.81006,-1.85441,-0.0329845,4.92201,4.95499,0.0035426,16.4047,16.4012,0.00327144,-0.477678,-0.480949,0.454615,0.454673,5.79059e-05,-0.000589627,-0.000612109,-2.24815e-05,
-0.569316,-0.569818,-0.000501215,-0.467114,-0.46869,-0.00157547,0.514325,0.514449,0.00012362,-2.34067,-2.34549,-0.00482869,0.196018,0.205705,0.00968647,0.245954,0.279113,0.0331593,-0.287319,-0.287834,-0.000515282,-0.00435824,0.112513,0.116871,0.0637099,1.14891,1.0852,0.0149357,0.732453,0.717517,0.0444731,-1.78699,-1.83146,-0.032471,4.81997,4.85244,0.00443547,16.3612,16.3567,0.00313712,-0.463548,-0.466685,0.455172,0.455232,5.96642e-05,-0.000566581,-0.000589628,-2.30475e-05,
-0.569494,-0.570108,-0.000614703,-0.464568,-0.466255,-0.00168633,0.514923,0.51505,0.000127137,-2.33889,-2.34372,-0.0048275,0.194731,0.206617,0.011886,0.246181,0.279088,0.0329064,-0.287191,-0.287706,-0.000515103,-0.00440987,0.111514,0.115924,0.0639245,1.14035,1.07642,0.014846,0.725145,0.710299,0.0445663,-1.76254,-1.80711,-0.0320787,4.7744,4.80647,0.00606061,16.3036,16.2976,0.00291471,-0.453493,-0.456408,0.455729,0.45579,6.15418e-05,-0.000544682,-0.000566582,-2.19003e-05,
-0.56967,-0.570185,-0.000515521,-0.462027,-0.464365,-0.00233856,0.515515,0.517051,0.00153583,-2.3371,-2.34194,-0.00483274,0.19347,0.204992,0.0115219,0.246408,0.276793,0.0303848,-0.287079,-0.288673,-0.00159419,-0.00432821,0.11898,0.123308,0.0636032,1.11365,1.05005,0.0147374,0.700076,0.685339,0.0447266,-1.70123,-1.74596,-0.0314145,4.81968,4.8511,0.00560459,15.761,15.7554,0.00277377,-0.710244,-0.713018,0.456282,0.456348,6.57141e-05,-0.000519867,-0.000544683,-2.4816e-05,
-0.569845,-0.570462,-0.000617027,-0.459493,-0.458704,0.000788271,0.516102,0.516241,0.00013876,-2.33531,-2.34015,-0.00483584,0.19222,0.202371,0.0101512,0.24664,0.277511,0.0308713,-0.28697,-0.287115,-0.000145197,-0.00434544,0.100817,0.105162,0.0634494,1.08103,1.01758,0.014594,0.683469,0.668875,0.0448591,-1.63835,-1.68321,-0.0312222,4.43127,4.46249,0.00580114,15.3451,15.3393,0.00271914,-0.409861,-0.41258,0.456838,0.456902,6.34491e-05,-0.000493728,-0.000519867,-2.61393e-05,
-0.570021,-0.570638,-0.000616372,-0.456964,-0.456169,0.000795186,0.516684,0.516759,7.58171e-05,-2.33352,-2.33835,-0.00483251,0.190977,0.200739,0.00976123,0.246879,0.278083,0.0312038,-0.286863,-0.287356,-0.000493735,-0.00436709,0.100535,0.104902,0.0633065,1.0831,1.01979,0.0144451,0.681974,0.667529,0.0449846,-1.63851,-1.68349,-0.031011,4.4318,4.46281,0.00596775,15.3634,15.3574,0.00265139,-0.403162,-0.405814,0.457397,0.457459,6.20782e-05,-0.000467323,-0.000493728,-2.64049e-05,
-0.570198,-0.571149,-0.000951171,-0.454442,-0.456749,-0.00230747,0.517259,0.51864,0.00138044,-2.33172,-2.34201,-0.0102932,0.189744,0.199325,0.0095806,0.247124,0.27827,0.0311454,-0.286758,-0.286897,-0.000138611,-0.00438326,0.0960438,0.100427,0.063166,1.08302,1.01985,0.0143022,0.679766,0.665463,0.045108,-1.63986,-1.68497,-0.0307805,4.39534,4.42612,0.00612281,15.4009,15.3948,0.00257352,-0.359254,-0.361828,0.457957,0.458018,6.05881e-05,-0.000440739,-0.000467323,-2.65836e-05,
-0.570376,-0.570991,-0.000615597,-0.451925,-0.451116,0.000808477,0.517829,0.52622,0.00839072,-2.32991,-2.34021,-0.0102966,0.18852,0.198091,0.00957072,0.247376,0.27804,0.0306644,-0.286658,-0.287145,-0.000487208,-0.00439573,0.0956511,0.100047,0.0630268,1.08437,1.02135,0.0141641,0.678509,0.664345,0.0452299,-1.64057,-1.6858,-0.0305455,4.39425,4.42479,0.00627469,15.4184,15.4121,0.00249435,-0.350428,-0.352923,0.45852,0.458579,5.9098e-05,-0.000413939,-0.000440739,-2.68e-05,
-0.570554,-0.57114,-0.00058639,-0.449413,-0.451017,-0.0016042,0.518394,0.518559,0.000164688,-2.3281,-2.33787,-0.0097723,0.187305,0.197041,0.00973614,0.247633,0.278762,0.0311288,-0.28656,-0.28669,-0.000130564,-0.00440614,0.0952494,0.0996556,0.0628882,1.08644,1.02355,0.0140292,0.677185,0.663156,0.0453503,-1.64134,-1.68669,-0.0303117,4.3934,4.42371,0.00642358,15.4351,15.4287,0.00241583,-0.341498,-0.343914,0.459085,0.459143,5.76973e-05,-0.000386892,-0.000413938,-2.70466e-05,
-0.570732,-0.571353,-0.0006212,-0.446907,-0.449271,-0.00236347,0.518953,0.520401,0.00144815,-2.32629,-2.36382,-0.037533,0.1861,0.195682,0.00958233,0.247897,0.279018,0.0311212,-0.286465,-0.290635,-0.00416958,-0.004415,0.094848,0.099263,0.0627498,1.08682,1.02407,0.0138968,0.676033,0.662136,0.0454696,-1.64259,-1.68806,-0.0300806,4.39164,4.42172,0.00656941,15.4501,15.4435,0.00233865,-0.332146,-0.334485,0.459652,0.459709,5.63562e-05,-0.000359578,-0.000386891,-2.7313e-05,
-0.570911,-0.571526,-0.000615299,-0.444407,-0.444413,-6.25849e-06,0.519507,0.519684,0.000176847,-2.32447,-2.36198,-0.037519,0.184903,0.194667,0.00976352,0.248166,0.279279,0.0311133,-0.286374,-0.286498,-0.000124127,-0.00442254,0.0944238,0.0988463,0.0626116,1.08916,1.02654,0.0137666,0.67474,0.660974,0.0455879,-1.64374,-1.68933,-0.029853,4.38999,4.41984,0.0067122,15.4644,15.4577,0.00226313,-0.322953,-0.325216,0.460221,0.460276,5.49555e-05,-0.000331986,-0.000359578,-2.75919e-05,
-0.57109,-0.571718,-0.000628412,-0.441912,-0.444171,-0.00225869,0.520056,0.521652,0.00159526,-2.32264,-2.33244,-0.00979519,0.183716,0.193466,0.00974959,0.24844,0.278677,0.0302365,-0.286285,-0.287179,-0.00089407,-0.00442887,0.0940401,0.098469,0.0624733,1.09081,1.02834,0.0136385,0.673508,0.659869,0.0457051,-1.64458,-1.69029,-0.0296291,4.38775,4.41738,0.00685204,15.4769,15.47,0.00218938,-0.313493,-0.315683,0.460793,0.460846,5.3674e-05,-0.000304106,-0.000331986,-2.78798e-05,
-0.571269,-0.571896,-0.000626981,-0.439422,-0.440985,-0.00156248,0.5206,0.522203,0.00160247,-2.32081,-2.33116,-0.0103474,0.182538,0.192606,0.0100686,0.24872,0.278431,0.0297111,-0.286199,-0.286317,-0.000117302,-0.00443404,0.093649,0.098083,0.062335,1.09184,1.0295,0.0135125,0.672401,0.658889,0.0458214,-1.64571,-1.69153,-0.029409,4.38528,4.41469,0.00698903,15.4885,15.4815,0.00211743,-0.304141,-0.306258,0.461366,0.461418,5.23925e-05,-0.000275931,-0.000304106,-2.81749e-05,
-0.571448,-0.572064,-0.000615358,-0.436938,-0.43609,0.000848114,0.521139,0.521333,0.000194192,-2.31898,-2.33002,-0.0110424,0.181368,0.191428,0.0100603,0.249006,0.278765,0.0297596,-0.286116,-0.290628,-0.00451121,-0.00443808,0.0931886,0.0976267,0.0621965,1.09351,1.03132,0.0133884,0.671148,0.657759,0.0459368,-1.64712,-1.69305,-0.0291927,4.38319,4.41239,0.00712332,15.4986,15.4915,0.00204728,-0.294713,-0.29676,0.461941,0.461993,5.12004e-05,-0.000247454,-0.000275931,-2.84768e-05,
